date,open,high,low,close,volume
2022-12-30,86.17,87.47,85.76,87.4,23986297
2023-01-03,88.75,90.2,87.69,88.29,28131224
2023-01-04,89.5,89.8,86.45,87.26,34854776
2023-01-05,86.65,86.75,85.1,85.39,27194375
2023-01-06,85.98,86.87,84.07,86.52,41381495
2023-01-09,87.53,89.21,87.04,87.2,29003901
2023-01-10,85.18,87.84,85.03,87.59,30467755
2023-01-11,88.35,90.74,88.18,90.66,26861969
2023-01-12,90.62,91.01,88.91,90.28,30258135
2023-01-13,90,91.33,89.29,91.26,26329212
2023-01-17,91.2,91.39,89.21,90.44,32602423
2023-01-18,91.28,91.93,89.79,90.27,29116691
2023-01-19,89.87,92.73,89.78,92.18,37000395
2023-01-20,94.21,97.38,94.13,97.1,63191078
2023-01-23,97.03,99.1,96.59,98.86,40005055
2023-01-24,97.18,98.68,96.29,96.79,33078512
2023-01-25,94.68,95.26,92.88,94.33,42329952
2023-01-26,95.6,96.66,94.49,96.61,30113974
2023-01-27,96.4,99.38,96.4,98.44,33879753
2023-01-30,96.57,97.37,95.5,96.03,27226198
2023-01-31,95.96,97.95,95.91,97.91,29870669
2023-02-01,97.79,100.24,96.67,99.49,35531104
2023-02-02,104.81,106.84,104.62,106.73,69883762
2023-02-03,101.97,106.8,101.62,103.8,65309261
2023-02-06,101.44,103.38,100.93,101.94,31999562
2023-02-07,102.25,107.17,102.15,106.63,49010230
2023-02-08,101.09,102.17,97.12,98.44,94743515
2023-02-09,99.06,99.09,92.75,94.12,119455020
2023-02-10,94.56,95.84,93.37,93.68,54980696
2023-02-13,93.85,94.31,92.96,93.72,50076120
2023-02-14,93.55,93.96,91.4,93.79,54726120
2023-02-15,93.61,96.21,93.27,96.03,50298481
2023-02-16,94.48,96.77,93.85,94.62,42462618
2023-02-17,93.96,94.67,92.34,93.47,34284118
2023-02-21,92.13,92.23,90.86,90.93,33629256
2023-02-22,90.84,91.25,89.76,90.79,30884017
2023-02-23,91.06,91.08,88.92,90.04,41206380
2023-02-24,88.6,89.05,87.75,88.3,36585093
2023-02-27,89.03,89.32,88.5,89.03,27502302
2023-02-28,88.49,90.38,88.48,89.22,30142039
2023-03-01,89.14,90.18,88.83,89.51,31111225
2023-03-02,88.82,91.42,88.75,91.14,32226229
2023-03-03,91.61,92.85,91.58,92.77,35160105
2023-03-06,93.14,95.07,93.12,94.24,32639313
2023-03-07,94.09,94.77,92.65,92.98,27835476
2023-03-08,93.24,95.06,93.12,93.37,34103265
2023-03-09,93.17,94.64,91.04,91.46,28813532
2023-03-10,91.31,91.92,89.55,89.78,35941046
2023-03-13,89.25,91.7,88.58,90.26,37335573
2023-03-14,91.69,93.48,91.57,93.09,36050214
2023-03-15,92.35,96.02,91.77,95.21,50622050
2023-03-16,95.3,100.24,94.61,99.38,65567656
2023-03-17,99.32,101.88,99.16,100.67,61028547
2023-03-20,99.18,100.8,98.94,100.27,32960440
2023-03-21,100.3,104.12,100.27,103.94,42110279
2023-03-22,103.29,105.59,102.36,102.4,43427419
2023-03-23,104.08,105.3,103.48,104.61,40797769
2023-03-24,104.01,104.5,102.87,104.45,30411043
2023-03-27,103.64,103.78,100.98,101.5,31120864
2023-03-28,101.48,101.49,98.81,100.08,32057865
2023-03-29,101.32,101.53,99.71,100.44,28779572
2023-03-30,99.97,100.21,98.85,99.95,33086183
2023-03-31,100.35,102.92,100.09,102.76,36863369
2023-04-03,101.43,103.55,100.98,103.38,25035399
2023-04-04,103.35,104.59,103.07,103.74,24420079
2023-04-05,104.79,105.11,102.69,103.49,28290503
2023-04-06,104.27,108.15,103.35,107.41,48711480
2023-04-10,105.98,106.58,104.14,105.44,27067355
2023-04-11,105.55,105.73,103.7,104.36,26311803
2023-04-12,105.58,105.75,103.36,103.66,24370274
2023-04-13,104.85,106.48,104.85,106.42,24843579
2023-04-14,105.89,107.92,105.84,107.85,26578002
2023-04-17,103.68,105.17,103.54,104.98,37571218
2023-04-18,105.49,105.54,103.1,103.52,26596445
2023-04-19,102.61,104,102.11,103.2,20905684
2023-04-20,102.94,105.26,102.9,104.3,27820794
2023-04-21,104.48,105.01,103.8,104.42,25800082
2023-04-24,104.5,105.63,103.72,104.98,23542829
2023-04-25,104.84,105.69,102.87,102.88,46664104
2023-04-26,103.94,105.35,101.67,102.74,53347560
2023-04-27,103.47,107.36,102.57,106.58,50089187
2023-04-28,106.04,106.35,104.11,106.34,36139847
2023-05-01,105.84,106.98,105.82,106.2,26681680
2023-05-02,106.14,106.2,102.74,104.33,30997245
2023-05-03,104.54,106.48,103.98,104.42,21795405
2023-05-04,104.5,104.61,103,103.71,23419506
2023-05-05,103.84,104.89,103.14,104.58,26639254
2023-05-08,104.2,106.95,104.18,106.76,26511445
2023-05-09,107.38,109.12,106.19,106.35,36360141
2023-05-10,106.96,111.88,106.92,110.7,63153367
2023-05-11,114.32,116.82,113.34,115.48,78900029
2023-05-12,115.59,116.93,115.02,116.41,41102330
2023-05-15,115.02,117.37,114.92,115.42,36266765
2023-05-16,115.4,119.62,115.34,118.39,45035558
2023-05-17,118.49,120.53,117.78,119.71,33323588
2023-05-18,119.82,122.16,119.7,121.68,35234233
2023-05-19,122.39,124.79,121.01,121.61,41353445
2023-05-22,121.79,125.25,121.59,123.88,35253034
2023-05-23,123,123.46,121.07,121.41,34046251
2023-05-24,119.99,120.77,118.74,119.77,34182635
2023-05-25,123.35,124.15,120.82,122.32,42316986
2023-05-26,122.02,124.09,121.3,123.44,35635937
2023-05-30,124.46,124.48,120.86,122.51,35076658
2023-05-31,121.6,122.9,121.35,121.72,37325787
2023-06-01,121.67,123.26,121.47,122.56,30772683
2023-06-02,122.83,124.97,122.6,123.5,26980147
2023-06-05,122.85,126.24,122.68,124.83,32305531
2023-06-06,124.83,127.09,124.19,126.12,26638295
2023-06-07,125.78,127.83,120.98,121.35,52538986
2023-06-08,121.09,122.08,120.11,121,29389167
2023-06-09,121.11,122.6,120.77,121.09,23778319
2023-06-12,121.64,122.89,120.52,122.48,28338743
2023-06-13,123.81,123.99,122.03,122.67,22278313
2023-06-14,121.95,122.89,120.31,122.51,30592297
2023-06-15,121.99,124.29,121.25,123.92,35246268
2023-06-16,124.75,124.93,122.13,122.37,45535553
2023-06-20,121.78,123.4,121,121.95,26097492
2023-06-21,121.25,121.51,118.98,119.42,30306336
2023-06-22,118.88,122.09,117.72,122,26952246
2023-06-23,120.24,121.64,119.93,121.19,34913637
2023-06-26,119.63,120.86,117.16,117.23,33969897
2023-06-27,115.98,117.97,115.01,117.22,39535936
2023-06-28,115.99,119.26,115.76,119.06,27091449
2023-06-29,118.12,118.94,117.19,117.99,24090902
2023-06-30,119.05,119.95,118.57,118.58,29532241
2023-07-03,118.12,119.06,117.71,118.78,14467850
2023-07-05,118.12,121.46,118.11,120.61,27584809
2023-07-06,118.68,119.17,117.29,118.99,24778801
2023-07-07,118.98,119.92,118.28,118.36,21709549
2023-07-10,117.19,117.2,115.05,115.36,35315235
2023-07-11,115.2,116.61,114.27,116.04,23078782
2023-07-12,117.69,119.2,117.3,117.82,30404409
2023-07-13,119.8,123.66,119.32,123.37,44297915
2023-07-14,123.63,125.59,122.33,124.25,33283076
2023-07-17,124.76,125.91,123.04,123.48,25716215
2023-07-18,123.43,123.51,121.81,122.6,26226447
2023-07-19,123.43,124.01,120.66,120.89,37224033
2023-07-20,120.28,122.93,117.11,118.08,37906763
2023-07-21,119.49,119.86,117.62,118.9,71606474
2023-07-24,120.52,121.85,119.85,120.39,29723667
2023-07-25,120.22,122,119.89,121.07,52509551
2023-07-26,128.85,129.75,127.12,128.06,61682093
2023-07-27,130.44,131.99,127.58,128.19,44952074
2023-07-28,129.56,132.49,129.35,131.34,36591158
2023-07-31,131.49,132.28,130.55,131.48,28055531
2023-08-01,129.56,131.39,129.46,130.32,23276440
2023-08-02,128.24,128.87,126.37,127.18,26273258
2023-08-03,126.77,128.18,126.23,127.25,20159528
2023-08-04,128.07,130.28,126.71,126.91,26147158
2023-08-07,127.95,130.38,127.81,130.3,22746290
2023-08-08,129.4,130.28,128.34,130.17,23535181
2023-08-09,130.43,130.8,127.79,128.45,24912918
2023-08-10,130.09,130.81,128.24,128.48,20857754
2023-08-11,127.46,128.71,126.97,128.35,19591080
2023-08-14,128.18,130.14,127.75,130.1,24695608
2023-08-15,129.87,130.19,128.07,128.57,19770732
2023-08-16,127.5,129.06,126.67,127.5,25216068
2023-08-17,128.58,130.75,128.08,128.7,33446280
2023-08-18,127.31,128.04,125.2,126.27,30504769
2023-08-21,125.99,127.53,125.38,127.17,25248729
2023-08-22,127.31,129.06,127.12,127.87,22067520
2023-08-23,128.96,132.16,128.65,131.13,27819713
2023-08-24,132.7,132.99,128.36,128.57,28500694
2023-08-25,128.33,129.54,126.06,128.66,26762891
2023-08-28,130.08,131.3,128.92,129.78,20543266
2023-08-29,131,135.29,131,133.31,43075556
2023-08-30,133.52,135,132.82,134.61,28315769
2023-08-31,134.74,136.71,134.52,134.9,30053800
2023-09-01,136.17,136.17,133.59,134.39,21543687
2023-09-05,134.17,135.14,133.32,134.5,19403112
2023-09-06,134.75,135.25,132.42,133.2,18684534
2023-09-07,132.34,134.31,131.71,133.99,18844342
2023-09-08,133.65,135.38,133.59,135.1,23584188
2023-09-11,135.26,136.19,134.52,135.64,20763350
2023-09-12,134.98,135.59,133.92,134.07,18405505
2023-09-13,133.83,135.62,132.89,135.43,20749496
2023-09-14,136.31,137.4,134.96,136.81,24750968
2023-09-15,136.69,137.22,135.2,136.11,38919614
2023-09-18,135.33,137.86,135.33,136.92,21861346
2023-09-19,136.13,137.11,135.34,136.75,20353653
2023-09-20,136.79,136.79,132.37,132.49,29927475
2023-09-21,130.21,130.99,128.85,129.22,31503910
2023-09-22,129.54,130.79,128.39,129.03,26397337
2023-09-25,128.61,129.94,127.75,129.88,20094643
2023-09-26,128.56,129.14,126.03,127.37,25718704
2023-09-27,127.37,129.67,127.37,129.32,22746452
2023-09-28,128.62,132.05,128.58,131.07,22513132
2023-09-29,132.03,132.8,129.14,129.64,30859790
2023-10-02,129.98,133.16,129.94,132.91,22288038
2023-10-03,132.69,133,130.61,131.19,22989401
2023-10-04,131.55,134.3,131.29,133.97,26752295
2023-10-05,133.81,134.22,132.2,133.81,19832615
2023-10-06,132.76,136.87,132.76,136.29,27597598
2023-10-09,135.66,137.64,134.34,137.12,19278070
2023-10-10,137.2,138.41,136.04,136.77,27786613
2023-10-11,137.28,139.79,137.28,139.23,25884303
2023-10-12,139.73,139.9,136.97,137.67,24765537
2023-10-13,138.08,138.69,135.34,136.07,23435599
2023-10-16,136.88,138.32,136.7,137.8,28501871
2023-10-17,137.33,138.59,135.9,138.41,23515780
2023-10-18,138.14,139.4,136.09,136.67,23374998
2023-10-19,137.2,138.35,136.09,136.46,26066011
2023-10-20,136.04,136.58,133.82,134.33,26335673
2023-10-23,133.78,136.37,132.7,135.22,26317930
2023-10-24,136.54,138.06,136.13,137.51,44814321
2023-10-25,126.96,127.11,123.9,124.43,84366208
2023-10-26,122.12,123.17,120.13,121.14,57061140
2023-10-27,121.73,122.16,119.08,121.03,44561626
2023-10-30,122.06,124.23,121.6,123.29,28940081
2023-10-31,123.89,124.2,121.54,122.92,26292342
2023-11-01,122.91,125.31,122.56,125.27,30082438
2023-11-02,127.22,127.77,125.74,126.3,27124647
2023-11-03,126.82,128.32,126.66,127.89,26393109
2023-11-06,127.84,129.12,127.47,129.03,19052740
2023-11-07,129.49,130.68,128.66,129.74,29757276
2023-11-08,129.74,130.97,129.56,130.61,26425849
2023-11-09,130.72,131.31,128.85,129.02,23747773
2023-11-10,128.89,131.56,128.2,131.35,26927826
2023-11-13,130.55,131.35,130.02,130.85,18324751
2023-11-14,132.93,134.43,132.07,132.37,32395178
2023-11-15,133.61,133.77,132.32,133.36,23861515
2023-11-16,133.92,135.94,133.06,135.65,28013179
2023-11-17,134.73,134.79,132.4,134.04,37287691
2023-11-20,132.44,135.38,132.37,134.97,27850762
2023-11-21,135.01,135.9,134.69,135.69,22635272
2023-11-22,136.18,138.11,136.18,137.19,17820456
2023-11-24,136.74,136.84,134.72,135.41,12514322
2023-11-27,134.76,137.12,134.73,135.13,23436526
2023-11-28,134.81,135.97,134.15,135.92,18730032
2023-11-29,136.28,137,133.58,133.73,23967222
2023-11-30,133.79,134.28,130.05,131.29,38988263
2023-12-01,130.63,130.87,129.45,130.63,31442263
2023-12-04,128.66,128.81,126.7,128.06,36669876
2023-12-05,127.74,130.9,127.05,129.76,27384784
2023-12-06,130.21,130.61,128.66,128.8,23576176
2023-12-07,133.78,137.26,133.44,135.65,56767100
2023-12-08,132.94,135.12,132.78,133.73,32260112
2023-12-11,131.14,132.09,130.13,132.04,31138011
2023-12-12,130.58,131.76,130.03,131.28,29032831
2023-12-13,132.13,132.25,130.34,131.33,30104775
2023-12-14,132.13,132.47,128.48,130.7,38722413
2023-12-15,130.39,132.26,129.95,131.36,50847113
2023-12-18,131.39,135.87,131.19,134.53,32257967
2023-12-19,135.56,136.18,134.81,135.37,25476753
2023-12-20,137.67,140.37,136.78,137.05,49107179
2023-12-21,138.18,139.37,137.88,139.11,27488284
2023-12-22,139.45,140.66,139.39,140.17,26532199
2023-12-26,140.26,141.34,139.87,140.2,16780333
2023-12-27,140.26,140.75,138.58,139.06,19628618
2023-12-28,139.46,139.82,138.44,138.92,16045712
2023-12-29,138.32,139.05,137.48,138.38,18733017
2024-01-02,137.25,138.14,135.2,136.88,23711220
2024-01-03,135.97,138.32,135.8,137.62,24212147
2024-01-04,137.12,137.86,135.07,135.11,27137735
2024-01-05,135.47,135.88,133.88,134.46,22513854
2024-01-08,135.01,137.71,134.98,137.54,21403982
2024-01-09,137.2,140.17,136.86,139.63,24759598
2024-01-10,139.68,141.66,139.59,140.95,21320203
2024-01-11,142.15,143.86,139.32,140.75,24008722
2024-01-12,141.33,141.86,140.49,141.31,18785514
2024-01-16,140.67,143,140.13,141.16,22670467
2024-01-17,140.03,140.51,137.6,140.15,20968649
2024-01-18,140.72,142.86,140.66,142.14,25746417
2024-01-19,143.39,145.08,143.03,145.01,34271867
2024-01-22,145.72,147,144.47,144.62,32200369
2024-01-23,144.52,145.8,144.14,145.66,21636129
2024-01-24,147.15,148.46,146.71,147.31,25233450
2024-01-25,148.67,151.62,148.14,150.45,29149069
2024-01-26,149.69,151.11,149.6,150.77,26115494
2024-01-29,150.64,152.34,150.01,152.07,27784259
2024-01-30,151.37,152.18,149.77,150.04,36331833
2024-01-31,142.28,142.65,138.56,138.79,71910044
2024-02-01,140.79,141.72,139.47,139.84,40466549
2024-02-02,137.96,141.28,135.22,141.05,62499574
2024-02-05,141.48,144.11,141.44,142.34,38505405
2024-02-06,143.3,144,141.85,142.75,29128201
2024-02-07,143.4,144.26,142.58,144.18,25208862
2024-02-08,144.46,144.96,143.75,144.54,22563764
2024-02-09,145.31,148.04,144.81,147.61,26829504
2024-02-12,147.03,147.94,145.99,146.15,21564085
2024-02-13,143.56,145.3,142.34,143.78,27837730
2024-02-14,144.71,145.15,142.74,144.57,22704166
2024-02-15,141.8,142.18,139.15,141.43,37590695
2024-02-16,141.65,141.85,138.83,139.2,31468926
2024-02-20,138.35,140.75,138.18,139.8,24935710
2024-02-21,140.13,141.35,139.36,141.22,23315687
2024-02-22,143.57,143.64,141.46,142.74,27191892
2024-02-23,142.33,143.33,142.09,142.61,19493752
2024-02-26,140.81,141.11,136.1,136.28,53641795
2024-02-27,136.73,137.95,135.81,137.58,33099190
2024-02-28,136.61,136.72,134.14,135.1,37328558
2024-02-29,135.99,137.56,135.12,137.16,42132953
2024-03-01,137.13,137.57,135.64,135.86,31151116
2024-03-04,134.39,134.39,130.68,132.1,55999415
2024-03-05,130.65,131.99,129.45,131.43,40194757
2024-03-06,131.87,132.33,129.63,130.17,35318610
2024-03-07,131.56,133.68,130.38,133.12,37738209
2024-03-08,132.95,136.8,132.75,134.14,39370392
2024-03-11,134.86,137.8,134.86,136.38,32437772
2024-03-12,135.75,138.08,135.75,137.2,27563354
2024-03-13,137.7,139.77,137.69,138.48,23347208
2024-03-14,139.87,142.25,139.15,141.76,42753387
2024-03-15,141.17,141.84,138.72,139.86,49475417
2024-03-18,147.22,150.73,145.79,146.3,69273699
2024-03-19,146.77,147.4,144.71,145.65,24070435
2024-03-20,146.61,147.47,145.37,147.35,21311501
2024-03-21,148.07,148.96,145.52,146.22,24755597
2024-03-22,147.72,150.16,147.59,149.36,29211769
2024-03-25,148.54,148.97,146.44,148.67,19229285
2024-03-26,148.81,150.83,148.58,149.26,22149137
2024-03-27,149.76,150.22,147.51,149.46,22879178
2024-03-28,149.44,150.01,148.76,149.52,24485390
2024-04-01,149.28,154.28,149.2,154.03,31730848
2024-04-02,152.06,153.25,150.73,153.11,24585985
2024-04-03,152.16,153.63,151.3,153.47,24704991
2024-04-04,152.06,153.32,149.04,149.12,34724738
2024-04-05,148.63,151.98,148.2,151.07,23459246
2024-04-08,151.35,153.82,151.18,153.4,20701974
2024-04-09,154.63,157.08,153.74,155.13,31113013
2024-04-10,154.75,155.14,153.23,154.68,22838629
2024-04-11,155.44,158.19,155,157.92,27166431
2024-04-12,156.48,158.72,155.67,156.25,25353746
2024-04-15,157.37,157.75,153.14,153.41,27136472
2024-04-16,152.75,154.19,151.99,152.95,20779495
2024-04-17,154.16,155.61,153.13,154.01,21763130
2024-04-18,153.89,155.47,153.17,154.55,19883044
2024-04-19,154.74,154.9,150.87,152.65,32615639
2024-04-22,152.87,156.16,152.62,154.82,26446206
2024-04-23,155.49,157.48,154.82,156.78,21151568
2024-04-24,156.02,158.08,155.7,157.64,22779112
2024-04-25,149.91,155.03,149.46,154.54,57109730
2024-04-26,172.74,173.07,168.06,170.34,64665299
2024-04-29,167.48,167.96,163.66,164.59,45610024
2024-04-30,164.06,166.53,161.08,161.26,33562861
2024-05-01,162.76,165.56,161.56,162.33,33493151
2024-05-02,163.25,165.17,162.36,165.06,24294549
2024-05-03,165.99,166.39,161.52,165.67,34662432
2024-05-06,165.89,166.57,164.48,166.53,21871283
2024-05-07,166.92,170.15,166.81,169.65,28039696
2024-05-08,167.42,168.56,167.16,167.79,19569146
2024-05-09,167.8,169.09,166.61,168.37,15346700
2024-05-10,166.46,168.26,164.63,167.07,29799931
2024-05-13,162.72,167.7,162.46,167.56,31327602
2024-05-14,168.18,169.65,167.22,168.75,25127138
2024-05-15,169.03,171.03,168.91,170.9,26948370
2024-05-16,171.67,173.48,171.07,172.55,27867947
2024-05-17,172.55,174.62,172.06,174.41,24479262
2024-05-20,174.54,177.1,174.43,175.26,22554400
2024-05-21,175.24,176.48,174.16,176.19,16989369
2024-05-22,174.99,175.49,173.57,174.73,17880042
2024-05-23,175.41,176.58,171.33,171.93,21024935
2024-05-24,173.34,174.12,172.02,173.35,16579438
2024-05-28,172.82,175.61,172.74,174.75,20572157
2024-05-29,173.79,175.18,173.08,174.25,23388693
2024-05-30,173.56,173.58,170.18,170.5,22958677
2024-05-31,170.25,171.44,167.85,170.89,37638876
2024-06-03,170.92,172.9,169.56,171.55,27459118
2024-06-04,171.66,172.22,170.28,172.16,26879596
2024-06-05,173.56,175,172.3,173.77,22068519
2024-06-06,174.25,175.49,174.1,175.08,23251013
2024-06-07,175.39,176.21,172.67,172.83,19661399
2024-06-10,173.52,175.6,171.33,173.56,23779218
2024-06-11,174.76,175.38,172.33,175.16,21540582
2024-06-12,176.78,178.92,174.65,176.32,27864737
2024-06-13,174.65,175.28,173.43,173.71,20913299
2024-06-14,172.78,175.6,172.71,175.33,18063555
2024-06-17,174.01,176.89,173.36,175.77,19618497
2024-06-18,175.68,175.92,172.66,173.64,21869857
2024-06-20,173.92,175.82,173.54,174.84,20160085
2024-06-21,175.54,179.35,175.15,178.14,58582743
2024-06-24,178.67,179.39,177.19,177.74,18298012
2024-06-25,178.13,182.77,177.94,182.51,23235589
2024-06-26,181.12,182.98,180.97,182.36,19838972
2024-06-27,182.66,184.51,182.5,183.88,18848884
2024-06-28,182.8,183.6,180.46,180.64,29156644
2024-07-01,181.52,182.36,179.8,181.48,16006128
2024-07-02,180.54,184.04,180.06,183.71,17372485
2024-07-03,183.32,184.55,182.48,184.28,10242126
2024-07-05,184.32,189.28,184.26,189.02,20967450
2024-07-08,188.33,188.6,186.23,187.47,21035886
2024-07-09,188.74,189.78,187.16,187.42,15141312
2024-07-10,187.59,190.16,187.47,189.6,15952454
2024-07-11,188.28,189.28,183.55,184.04,25625784
2024-07-12,183.55,185.56,182.96,183.54,22898406
2024-07-15,183.39,186.68,183.39,184.99,16474043
2024-07-16,185.81,187.12,181.85,182.4,18290722
2024-07-17,181.46,182.03,178.41,179.52,20734071
2024-07-18,180.43,180.99,175.01,176.22,25315727
2024-07-19,177.4,178.8,175.67,176.19,18881885
2024-07-22,179.1,181.19,178.74,180.17,24100345
2024-07-23,180.54,182.09,180.04,180.29,36352714
2024-07-24,172.16,174.73,170.4,171.2,49585203
2024-07-25,171.09,171.99,165.81,165.9,44851973
2024-07-26,165.77,166.7,162.7,165.62,41336886
2024-07-29,167.43,169.02,166.6,168.13,20293822
2024-07-30,168.83,169.81,167.05,168.88,18959686
2024-07-31,171.81,172.81,168.6,170.12,25729090
2024-08-01,168.84,172.61,167.48,169.35,24531392
2024-08-02,165.06,167.12,163.31,165.28,29130102
2024-08-05,154.21,163.07,153.65,157.93,53630673
2024-08-06,158.01,159.24,155.12,156.98,49004561
2024-08-07,159.92,161.63,157.16,157.63,25138573
2024-08-08,159.18,162.34,158.89,160.69,25578839
2024-08-09,158.69,162.44,157.74,162.32,28602285
2024-08-12,162.99,163.54,160.5,160.95,15895286
2024-08-13,162.06,163.37,161.62,162.8,18551690
2024-08-14,161.06,161.87,156.41,159.04,40591126
2024-08-15,159.17,160.3,158.29,159.97,31524252
2024-08-16,160.13,163.7,159.8,161.61,24208647
2024-08-19,163.91,165.31,162.9,165.29,22416185
2024-08-20,165.52,167.25,165.44,165.8,18341533
2024-08-21,163.78,165.47,163.31,164.48,22901997
2024-08-22,165.88,166.2,161.96,162.45,22493275
2024-08-23,163.36,164.81,162.48,164.25,13955741
2024-08-26,165,166.16,163.1,164.79,14190417
2024-08-27,164.47,165.06,163.1,163.32,11821941
2024-08-28,163.68,164.23,160.19,161.5,16407444
2024-08-29,162.95,164.6,158.92,160.44,19699767
2024-08-30,161.28,162.31,160.35,162.03,22123811
2024-09-03,160.38,160.51,155.19,156.06,38945301
2024-09-04,155.36,157.69,154.67,155.16,19353759
2024-09-05,155.01,158.13,154.69,155.94,18688747
2024-09-06,156,156.52,149.31,149.67,37912130
2024-09-09,151.45,152.33,146.19,147.67,39260451
2024-09-10,149.4,150.21,147.3,147.62,31118765
2024-09-11,148.87,150.44,146.49,150.11,29607693
2024-09-12,152.73,153.74,151.58,153.61,29695048
2024-09-13,154.35,157.27,154.13,156.36,29591152
2024-09-16,156.21,157.15,155.51,156.96,18379775
2024-09-17,157.91,159.43,157.27,158.21,20715612
2024-09-18,158.74,159.38,157.49,158.69,23677315
2024-09-19,162.57,162.65,160.21,161.01,26587733
2024-09-20,162.36,162.59,160.93,162.45,40896438
2024-09-23,163.2,164.34,160.54,160.72,24150852
2024-09-24,161.89,162.08,159.57,161.16,23332147
2024-09-25,160.34,161.67,160.17,160.36,18869199
2024-09-26,162.5,162.93,161.15,161.59,20319336
2024-09-27,161.67,164.54,161.5,162.81,21101307
2024-09-30,162.18,164.99,162.12,164.69,20481303
2024-10-01,166.52,167.98,163.43,165.82,28338123
2024-10-02,165.26,166.35,163.58,164.7,17760179
2024-10-03,163.26,165.48,162.78,164.7,15073101
